"","title","Author","Affiliation","Country","Zone","paper_zone","paper_country","Year","Journal","journals_2","field","bio_monet","main_method","biodiv_objective","partial_general","...16","biodiv_measure","biodiv_direct","biodiv_functional_historical","biodiv_indicator_level","biodiv_indicator_use","biodiv_proxy","...23","species_2","species","biodiv_type","ess_binary","ess_type","ess_measure","paper_empirical","method_static","method_resolution","method_spatial","spatial_ecology","spatial_economy","positive_normative","comments","affiliation_class","FLAG","keywords","keywords2","ecological_model","stoch_ecol","stoch_econ","habitat2","biodiv_type2","id_unique_author","last_names_author"
"113","Cost-effective strategies to conserve boreal forest biodiversity and long-term landscape-level maintenance of habitats","Pasi Reunanen","Department of Biological and Environmental Sciences, University of Jyväskylä","Finland","Europe",NA,NA,2010,"European Journal of Forest Research","Ecology","Forestry","No","Cost_eff","Output","Partial",NA,"Habitat suitability scores","Indirectly","Functional","Population","Evolution of species","Habitat",NA,NA,"Multiple","Fungi & Animal - Arthropoda - Insecta",0,"0","0","Empirical","Dynamic","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Sustainable sciences (environmental science, engineering)","Ok","Conservation","Conservation","Population dynamics","No","No","Forest","remarkable_endangered",86,"reunanen"
"114","Cost-effective strategies to conserve boreal forest biodiversity and long-term landscape-level maintenance of habitats","Janne S Katiaho","Department of Biological and Environmental Sciences, University of Jyväskylä","Finland","Europe",NA,NA,2010,"European Journal of Forest Research","Ecology","Forestry","No","Cost_eff","Output","Partial",NA,"Habitat suitability scores","Indirectly","Functional","Population","Evolution of species","Habitat",NA,NA,"Multiple","Fungi & Animal - Arthropoda - Insecta & Forest",0,"0","0","Empirical","Dynamic","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Sustainable sciences (environmental science, engineering)","Ok","Conservation","Conservation","Population dynamics","No","No","Forest","remarkable_endangered",87,"katiaho"
"115","Separate or mixed production of timber, livestock and biodiversity in the Caspian Forest","Frederik A.W. Noack","Department of Economics, University of Kiel","Germany","Europe","Mixed : Europe, Asia and North America","Germany, Canada and Iran",2010,"Ecological Economics","Economics","Economics","Yes","Cost_eff","Objective","Partial",NA,"species diversity as a function of size and habitat","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,NA,"Multiple","Forest & Animal - Mammalia - Artiodactyla - livestock & Plant - not known - not known - grass",0,"0","0","Theoretical & empirical","Dynamic","Both","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","No","No","Forest","Common",88,"noack"
"116","Separate or mixed production of timber, livestock and biodiversity in the Caspian Forest","Michael Manthey","Institute of Botany and Landscape Ecology, University of Greifswald,","Germany","Europe","Mixed : Europe, Asia and North America","Germany, Canada and Iran",2010,"Ecological Economics","Economics","Economics","Yes","Cost_eff","Objective","Partial",NA,"species diversity as a function of size and habitat","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,NA,"Multiple","Forest & Animal - Mammalia - Artiodactyla - livestock & Plant - not known - not known - grass",0,"0","0","Theoretical & empirical","Dynamic","Both","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","No","No","Forest","Common",89,"manthey"
"117","Separate or mixed production of timber, livestock and biodiversity in the Caspian Forest","Jack H. Ruitenbeek","HJ Ruitenbeek Resource Consulting Limited","Canada","North America","Mixed : Europe, Asia and North America","Germany, Canada and Iran",2010,"Ecological Economics","Economics","Economics","Yes","Cost_eff","Objective","Partial",NA,"species diversity as a function of size and habitat","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,NA,"Multiple","Forest & Animal - Mammalia - Artiodactyla - livestock & Plant - not known - not known - grass",0,"0","0","Theoretical & empirical","Dynamic","Both","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","No","No","Forest","Common",90,"ruitenbeek"
"118","Separate or mixed production of timber, livestock and biodiversity in the Caspian Forest","M.R. Marvie Mohadjer","Faculty of Natural Resources, University of Tehran","Iran","Asia","Mixed : Europe, Asia and North America","Germany, Canada and Iran",2010,"Ecological Economics","Economics","Economics","Yes","Cost_eff","Objective","Partial",NA,"species diversity as a function of size and habitat","Indirectly","Functional","Population","Evolution of services and functions","Habitat",NA,NA,"Multiple","Forest & Animal - Mammalia - Artiodactyla - livestock & Plant - not known - not known - grass",0,"0","0","Theoretical & empirical","Dynamic","Both","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","No","No","Forest","Common",91,"mohadjer"
"119","Modeling the Economics of Biodiversity and Environmental Heterogeneity","William A Brock","Department of Economics, University of Wisconsin","USA","North America","North America","USA",2010,"Environmental and Resource Economics","Economics","Economics","Yes","Cost_eff","Constraint","General",NA,"Species number and population","Directly","Functional","Species","Evolution of structure","No",NA,NA,"Multiple","Not specified",0,"0","0","Theoretical","Dynamic","Closed form","Ecological absent and economic absent","Absent","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","Yes","No","Not applicable","Not applicable",8,"brock"
"120","Modeling the Economics of Biodiversity and Environmental Heterogeneity","Ann Kinzig","School of Life Sciences, Arizona State University","USA","North America",NA,NA,2010,"Environmental and Resource Economics","Economics","Economics","Yes","Cost_eff","Constraint","General",NA,"Species number and population","Directly","Functional","Species","Evolution of structure","No",NA,NA,"Multiple","Not specified",0,"0","0","Theoretical","Dynamic","Closed form","Ecological absent and economic absent","Absent","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","Yes","No","Not applicable","Not applicable",92,"kinzig"
"121","Modeling the Economics of Biodiversity and Environmental Heterogeneity","Charles Perrings","School of Life Sciences, Arizona State University","USA","North America",NA,NA,2010,"Environmental and Resource Economics","Economics","Economics","Yes","Cost_eff","Constraint","General",NA,"Species number and population","Directly","Functional","Species","Evolution of structure","No",NA,NA,"Multiple","Not specified",0,"0","0","Theoretical","Dynamic","Closed form","Ecological absent and economic absent","Absent","Absent","Normative",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Extinction","Extinction","Population dynamics","Yes","No","Not applicable","Not applicable",32,"perrings"
"122","Restoring forest landscapes for biodiversity conservation and rural livelihoods: A spatial optimisation model","Francesco Orsi","Department of Civil and Environmental Engineering, University of Trento,","Italy","Europe","Mixed : America Europe","USA & Italy",2011,"Environmental Modelling and Software","Sustainable science","Environmental Science","No","Cost_eff","Constraint","Partial",NA,"For each species, habitat area","Indirectly","Functional","Species","Evolution of structure","Habitat",NA,NA,"Multiple","Forest",1,"1 and 2","3","Theoretical & empirical","Static","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Sustainable sciences (environmental science, engineering)","Ok","Conservation","Conservation","Other","No","Yes","Forest","Common",93,"orsi"
"123","Restoring forest landscapes for biodiversity conservation and rural livelihoods: A spatial optimisation model","Richard L. Church","Department of Geography, University of California, Santa Barbara","USA","North America","Mixed : America Europe","USA & Italy",2011,"Environmental Modelling and Software","Sustainable science","Environmental Science","No","Cost_eff","Constraint","Partial",NA,"For each species, habitat area","Indirectly","Functional","Species","Evolution of structure","Habitat",NA,NA,"Multiple","Forest",1,"1 and 3","3","Theoretical & empirical","Static","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Sustainable sciences (environmental science, engineering)","Ok","Conservation","Conservation","Other","No","Yes","Forest","Common",94,"church"
"124","Restoring forest landscapes for biodiversity conservation and rural livelihoods: A spatial optimisation model","Davide Geneletti","Department of Civil and Environmental Engineering, University of Trento and Sustainability Science Program, Harvard University","USA","North America","Mixed : America Europe","USA & Italy",2011,"Environmental Modelling and Software","Sustainable science","Environmental Science","No","Cost_eff","Constraint","Partial",NA,"For each species, habitat area","Indirectly","Functional","Species","Evolution of structure","Habitat",NA,NA,"Multiple","Forest",1,"1 and 4","3","Theoretical & empirical","Static","Numerical","Ecological implicit and economic absent","Implicit","Absent","Normative",NA,"Sustainable sciences (environmental science, engineering)","Ok","Conservation","Conservation","Other","No","Yes","Forest","Common",95,"geneletti"
"125","Bio economic modeling for a sustainable management of biodiversity in agricultural lands","Lauriane Mouysset","CNRS, CERSP UMR 7204 CNRS-MNHN-UPMC, 55 rue Buffon, 75005 Paris Cedex, France","France","Europe","Europe","France",2011,"Ecological Economics","Economics","Economics","No","Cost_eff","Output","Partial",NA,"Common bird populations","Directly","Functional","Community","Evolution of structure","No",NA,NA,"Multiple","Animal - Aves - not known - Farm birds",0,"0","0","Theoretical & empirical","Dynamic","Numerical","Ecological explicit and economic implicit","Explicit","Implicit","Positive",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Conservation","Conservation","Population dynamics","No","No","Agriculture","Common",96,"mouysset"
"126","Bio economic modeling for a sustainable management of biodiversity in agricultural lands","Luc Doyen","CNRS, CERSP UMR 7204 CNRS-MNHN-UPMC, 55 rue Buffon, 75005 Paris Cedex, France","France","Europe",NA,NA,2011,"Ecological Economics","Economics","Economics","0","Cost_eff","Output","Partial",NA,"Common bird populations","Directly","Functional","Community","Evolution of structure","No",NA,NA,"Multiple","Animal - Aves - not known - Farm birds",0,"0","0","Theoretical & empirical","Dynamic","Numerical","Ecological explicit and economic implicit","Explicit","Implicit","Positive",NA,"Economics (full, applied, agricultural, environmental, ecological)","Ok","Conservation","Conservation","Population dynamics","No","No","Agriculture","Common",97,"doyen"
